price,form,interface,speed,gig,sgig,brand,supplier,comment
129.00,"2.5""",USB,"USB 3.0",1000,0.129,LaCie,CPL,"Lacie 1TB Rugged Mini USB3.0 2.5 Inch External Hard Drive LAC301558"
509.00,?,?,?,10000,0.051,LaCie,CPL,"LaCie STHA10000800 d2 Professional 10TB USB-C External Desktop Hard Drive"
288.00,?,?,?,6000,0.048,WD,CPL,"WD WDBR9S0060BBK-WESN My Passport 6TB Portable Storage Black"
8099.00,?,?,?,96000,0.084,WD,CPL,"WD SDPH34H-096T-SBAAB G-RAID SHUTTLE 4 96TB Transportable External Desktop Hard Drive"
869.00,?,?,?,8000,0.109,WD,CPL,"WD SDPHG1H-008T-SBAAD G-DRIVE PROJECT 8TB External Desktop Hard Drive"
529.00,?,?,?,8000,0.066,WD,CPL,"WD SDPHF1A-008T-SBAAD G-DRIVE 8TB External Desktop Hard Drive"
6114.00,?,?,?,80000,0.076,WD,CPL,"WD SDPH34H-080T-SBAAB G-RAID SHUTTLE 4 80TB Transportable External Desktop Hard Drive"
5579.00,?,?,?,72000,0.077,WD,CPL,"WD SDPH34H-072T-SBAAB G-RAID SHUTTLE 4 72TB Transportable External Desktop Hard Drive"
749.00,?,?,?,6000,0.125,WD,CPL,"WD SDPHG1H-006T-SBAAD G-DRIVE PROJECT 6TB External Desktop Hard Drive"
469.00,?,?,?,6000,0.078,WD,CPL,"WD SDPHF1A-006T-SBAAD G-DRIVE 6TB External Desktop Hard Drive"
439.00,?,?,?,6000,0.073,WD,CPL,"WD SDPHE1G-006T-GBAND G-DRIVE ArmorATD 6TB Portable External Hard Drive"
359.00,?,?,?,5000,0.072,WD,CPL,"WD SDPH81G-005T-GBA1D G-DRIVE ArmorATD 5TB Portable External Hard Drive"
285.00,?,?,?,4000,0.071,WD,CPL,"WD SDPH81G-004T-GBA1D G-DRIVE ArmorATD 4TB Portable External Hard Drive"
3209.00,?,?,?,48000,0.067,WD,CPL,"WD SDPHK2H-048T-SBAAD G-RAID PROJECT 2 48TB External Desktop Hard Drive"
3305.60,?,?,?,48000,0.069,WD,CPL,"WD SDPHH2H-048T-SBAAD G-RAID MIRROR 48TB External Desktop Hard Drive"
6299.00,?,?,?,48000,0.131,WD,CPL,"WD SDPH48H-048T-SBAAB G-RAID SHUTTLE 8 48TB Transportable External Desktop Hard Drive"
5039.00,?,?,?,48000,0.105,WD,CPL,"WD SDPH34H-048T-SBAAB G-RAID SHUTTLE 4 48TB Transportable External Desktop Hard Drive"
2809.00,?,?,?,44000,0.064,WD,CPL,"WD SDPHH2H-044T-SBAAD G-RAID MIRROR 44TB External Desktop Hard Drive"
2409.00,?,?,?,36000,0.067,WD,CPL,"WD SDPHK2H-036T-SBAAD G-RAID PROJECT 2 36TB External Desktop Hard Drive"
2384.90,?,?,?,36000,0.066,WD,CPL,"WD SDPHH2H-036T-SBAAD G-RAID MIRROR 36TB External Desktop Hard Drive"
129.00,?,?,?,2000,0.065,WD,CPL,"WD SDPH81G-002T-GBA1D G-DRIVE ArmorATD 2TB Portable External Hard Drive"
1999.00,?,?,?,24000,0.083,WD,CPL,"WD SDPHK2H-024T-SBAAD G-RAID PROJECT 2 24TB External Desktop Hard Drive"
1979.00,?,?,?,24000,0.082,WD,CPL,"WD SDPHH2H-024T-SBAAD G-RAID MIRROR 24TB External Desktop Hard Drive"
1814.00,?,?,?,24000,0.076,WD,CPL,"WD SDPHG1H-024T-SBAAD G-DRIVE PROJECT 24TB External Desktop Hard Drive"
1379.00,?,?,?,24000,0.057,WD,CPL,"WD SDPHF1A-024T-SBAAD G-DRIVE 24TB External Desktop Hard Drive"
3499.00,?,?,?,24000,0.146,WD,CPL,"WD SDPH34H-024T-SBAAB G-RAID SHUTTLE 4 24TB Transportable External Desktop Hard Drive"
1639.00,?,?,?,22000,0.074,WD,CPL,"WD SDPHG1H-022T-SBAAD G-DRIVE PROJECT 22TB External Desktop Hard Drive"
1269.00,?,?,?,22000,0.058,WD,CPL,"WD SDPHF1A-022T-SBAAD G-DRIVE 22TB External Desktop Hard Drive"
189.00,?,?,?,1000,0.189,WD,CPL,"WD SDPH81G-001T-GBA1D G-DRIVE ArmorATD 1TB Portable External Hard Drive"
1379.00,?,?,?,18000,0.077,WD,CPL,"WD SDPHG1H-018T-SBAAD G-DRIVE PROJECT 18TB External Desktop Hard Drive"
1014.00,?,?,?,18000,0.056,WD,CPL,"WD SDPHF1A-018T-SBAAD G-DRIVE 18TB External Desktop Hard Drive"
1464.00,?,?,?,16000,0.091,WD,CPL,"WD SDPHK2H-016T-SBAAD G-RAID PROJECT 2 16TB External Desktop Hard Drive"
1469.00,?,?,?,16000,0.092,WD,CPL,"WD SDPHH2H-016T-SBAAD G-RAID MIRROR 16TB External Desktop Hard Drive"
1286.00,?,?,?,12000,0.107,WD,CPL,"WD SDPHH2H-012T-SBAAD G-RAID MIRROR 12TB External Desktop Hard Drive"
1159.00,?,?,?,12000,0.097,WD,CPL,"WD SDPHG1H-012T-SBAAD G-DRIVE PROJECT 12TB External Desktop Hard Drive"
769.00,?,?,?,12000,0.064,WD,CPL,"WD SDPHF1A-012T-SBAAD G-DRIVE 12TB External Desktop Hard Drive"
469.00,"2.5""",SATA?,?,2000,0.234,LaCie,CPL,"LaCie STMF2000400 Rugged 2.5"" Mini SSD 2TB"
298.00,"2.5""",SATA?,?,1000,0.298,LaCie,CPL,"LaCie STMF1000400 Rugged 2.5"" Mini SSD 1TB"
162.40,?,USB,"USB 3.0",2000,0.081,Adata,CPL,"ADATA AHD710P-2TU31-CYL Rugged Pro HD710 2TB USB 3.0 Portable External Hard Drive Yellow"
162.40,?,USB,"USB 3.0",2000,0.081,Adata,CPL,"ADATA AHD710P-2TU31-CBL Rugged Pro HD710 2TB USB 3.0 Portable External Hard Drive Blue"
539.00,?,USB-C,?,4000,0.135,Adata,CPL,"ADATA AELI-SE880-4TCGY 4TB USB Type-C External SSD Titanium Grey"
209.00,?,USB,"USB 3.0",4000,0.052,Adata,CPL,"ADATA AHD710P-4TU31-CBK Rugged Pro HD710 4TB USB 3.0 Portable External Hard Drive Black"
221.80,?,USB,"USB 3.0",4000,0.055,Adata,CPL,"ADATA AHV320-4TU31-CBK HV320 4TB USB 3.0 Slim Portable External Hard Drive Black"
259.00,?,USB-C,?,2000,0.130,Adata,CPL,"ADATA AELI-SE880-2TCGY 2TB USB Type-C External SSD Titanium Grey"
129.00,?,USB,"USB 3.0",2000,0.065,Adata,CPL,"ADATA AHD710P-2TU31-CBK Rugged Pro HD710 2TB USB 3.0 Portable External Hard Drive Black"
142.60,?,USB,"USB 3.0",2000,0.071,Adata,CPL,"ADATA AHV320-2TU31-CBK HV320 2TB USB 3.0 Slim Portable External Hard Drive Black"
132.70,?,USB,"USB 3.0",1000,0.133,Adata,CPL,"ADATA AHD710P-1TU31-CYL Rugged Pro HD710 1TB USB 3.0 Portable External Hard Drive Yellow"
124.00,?,USB,"USB 3.0",1000,0.124,Adata,CPL,"ADATA AHD710P-1TU31-CBK Rugged Pro HD710 1TB USB 3.0 Portable External Hard Drive Black"
135.00,?,USB-C,?,1000,0.135,Adata,CPL,"ADATA AELI-SE880-1TCGY 1TB USB Type-C External SSD Titanium Grey"
124.00,?,USB,"USB 3.0",1000,0.124,Adata,CPL,"ADATA AHD710P-1TU31-CBL Rugged Pro HD710 1TB USB 3.0 Portable External Hard Drive Blue"
325.70,?,?,?,2000,0.163,Lexar,CPL,"Lexar LSL400X002T-RNBNG Professional GO SL400 2TB USB-C 3.2 Portable SSD"
205.90,?,?,?,1000,0.206,Lexar,CPL,"Lexar LSL400X001T-RNBNG Professional GO SL400 1TB USB-C 3.2 Portable SSD"
212.90,?,?,?,1000,0.213,Lexar,CPL,"Lexar LSL400S001T-RNBNG Professional GO SL400 1TB USB-C 3.2 Portable SSD with Hub"
99.00,?,?,?,1000,0.099,Toshiba,CPL,"Toshiba HDTB510AKCAB Canvio Partner A5 USB-C Portable Hard Drive 1TB - Black"
2999.00,?,USB-C,"Thunderbolt 3",40000,0.075,LaCie,CPL,"LaCie STLG40000400 2big Dock Thunderbolt 3 External Storage - 40TB"
2899.00,?,USB-C,"Thunderbolt 3",32000,0.091,LaCie,CPL,"LaCie STLG32000400 2big Dock Thunderbolt 3 External Storage - 32TB"
2099.00,?,USB-C,"Thunderbolt 3",28000,0.075,LaCie,CPL,"LaCie STLG28000400 2big Dock Thunderbolt 3 External Storage - 28TB"
1459.00,?,USB-C,"Thunderbolt 3",16000,0.091,LaCie,CPL,"LaCie STLG16000400 2big Dock Thunderbolt 3 External Storage - 16TB"
266.30,"2.5""",SATA?,?,4000,0.067,LaCie,CPL,"LaCie STLP4000400 Mobile Drive V2 2.5"" USB-C Portable Drive 4TB 2Yr Moon Silver"
2999.00,?,USB-C,"Thunderbolt 3",36000,0.083,LaCie,CPL,"Lacie STLG36000400 36TB 2big Dock Thunderbolt 3 USB 3.2"
625.00,?,?,?,14000,0.045,Seagate,CPL,"Seagate STLC14000400 One Touch Desktop Hub External Hard Drive W/Rescue - 14Tb"
2499.00,?,?,?,36000,0.069,LaCie,CPL,"LaCie STHJ36000800 2big Professional 2-bay RAID Drives 36TB USB 3.1-C"
613.80,?,?,?,2000,0.307,Seagate,CPL,"Seagate STJR2000400 2TB Storage Expansion Card For Xbox Series X/S"
286.10,?,?,?,5000,0.057,Seagate,CPL,"Seagate STKZ5000400 5TB OneTouch Portable Hard Drive Black"
1711.70,?,?,"RPM:  7200",20000,0.086,LaCie,CPL,"LACIE STHS20000800 1BIG DOCK 20TB 7200RPM External Hard Drive Hub"
301.90,?,?,?,5000,0.060,Seagate,CPL,"Seagate STKZ5000404 5TB ONE TOUCH PORTABLE GREY With Password Protection"
226.70,?,?,?,4000,0.057,Seagate,CPL,"Seagate STKZ4000404 4TB ONE TOUCH PORTABLE HDD GREY With Password Protection"
166.30,?,?,?,2000,0.083,Seagate,CPL,"Seagate STKY2000404 2TB ONE TOUCH PORTABLE HDD GREY with Password Protection"
295.00,?,?,?,5000,0.059,Seagate,CPL,"Seagate STKL5000400 5TB Firecuda Gaming HDD"
1599.00,?,?,?,18000,0.089,LaCie,CPL,"Lacie STHS18000800 18TB HDD 1BIG DOCK - Thunderbolt 3"
959.00,?,?,?,10000,0.096,LaCie,CPL,"Lacie STHS10000800 10TB HDD 1BIG DOCK - THUNDERBOLT 3"
879.00,?,?,?,8000,0.110,LaCie,CPL,"Lacie STHS8000800 8TB 1BIG Dock Thunderbolt3 Desktop External Hard Drive"
345.50,?,?,?,1000,0.345,Seagate,CPL,"Seagate STJR1000400 1TB SSD Storage Expansion Card for Xbox Series X/S 3YR"
189.00,"3.5""",USB,"USB 3.0",4000,0.047,WD,CPL,"WD WDBBKG0040HBK-AESN Elements Desktop 4TB USB 3.0 3.5' External Hard Drive"
122.00,?,USB,"USB 3.0",2000,0.061,WD,CPL,"WD WDBEPK0020BBK-WESN Elements SE 2TB USB 3.0 Portable External Hard Drive Black"
189.00,?,?,?,4000,0.047,WD,CPL,"WD WDBA3A0040BBK-WESN 4TB Black P10 Game Drive"
798.00,"2.5""",NVME,?,2000,0.399,LaCie,CPL,"Lacie STHZ2000800 Rugged SSD Pro 2TB 2.5"" DROP RESISTANT USB-C THUNDERBOLT3 NVME"
499.00,"2.5""",NVME,?,1000,0.499,LaCie,CPL,"Lacie STHZ1000800 Rugged SSD Pro 1TB 2.5"" DROP RESISTANT USB-C THUNDERBOLT3 NVME"
809.00,?,?,"RPM:  7200",8000,0.101,LaCie,CPL,"Lacie STHJ8000800 2BIG RAID 8TB USB 3.1-C 7200RPM"
393.00,?,?,?,8000,0.049,WD,CPL,"WD WDBBKG0080HBK-AESN Elements Desktop 8TB Black"
262.00,?,USB,"USB 3.0",4000,0.066,Verbatim,CPL,"Verbatim 53223 Store""n""Go 4TB USB 3.0 Portable External Hard Drive"
361.40,?,?,?,2000,0.181,SanDisk,CPL,"SanDisk SDSSDE61-2T00-G25B Extreme Portable SSD 2TB Sky Blue"
499.00,?,?,?,4000,0.125,Samsung,CPL,"Samsung MU-PC4T0T/WW T7 Touch Portable SSD 4TB"
485.00,?,?,?,4000,0.121,Crucial,CPL,"Crucial CT4000X10PROSSD9 X10 Pro 4TB External Portable SSD"
299.00,?,?,?,2000,0.149,Crucial,CPL,"Crucial CT2000X10PROSSD9 X10 Pro 2TB External Portable SSD"
699.00,?,?,?,4000,0.175,Samsung,CPL,"Samsung MU-PG4T0B/WW T9 4TB Portable USB-C SSD"
428.00,?,?,?,4000,0.107,Crucial,CPL,"Crucial CT4000X9SSD9 X9 4TB Portable USB-C SSD"
229.00,?,?,?,2000,0.115,Crucial,CPL,"Crucial CT2000X9SSD9 X9 2TB Portable USB-C SSD"
139.00,?,?,?,1000,0.139,Crucial,CPL,"Crucial CT1000X9SSD9 X9 1TB Portable USB-C SSD"
535.00,?,?,?,4000,0.134,Samsung,CPL,"Samsung MU-PE4T0S/WW T7 Shield Portable SSD 4TB"
575.00,?,?,?,4000,0.144,SanDisk,CPL,"SanDisk SDSSDE81-4T00-G25 Extreme Pro Portable SSD 4TB USB 3.2"
259.00,"2.5""",USB,"USB 3.0",5000,0.052,LaCie,CPL,"Lacie STJJ5000400 RUGGED MINI 2.5"" 5TB DROP RESISTANT USB3.0_ 2YR"
379.00,?,?,?,?,?,SanDisk,CPL,"Sandisk SDSSDE81-2T00-G25 Extreme Pro Portable SSD"
314.00,?,?,?,?,?,SanDisk,CPL,"Sandisk SDSSDE61-2T00-G25 Extreme Portable SSD"
199.90,?,?,?,1000,0.200,WD,CPL,"WD WDBAGF0010BRD-WESN My Passport SSD 1TB Red Colour"
289.00,?,?,?,2000,0.144,Samsung,CPL,"Samsung MU-PC2T0T/WW Portable SSD T7 2TB Titan Gray USB3.2 Type-C"
682.10,?,?,?,4000,0.171,SanDisk,CPL,"SanDisk SDSSDE61-4T00-G25M Extreme Portable 4TB USB-C 3.2 External SSD Monterey"
593.00,?,?,?,4000,0.148,SanDisk,CPL,"SanDisk SDSSDE61-4T00-G25B Extreme Portable 4TB USB-C 3.2 External SSD Sky Blue"
247.50,?,?,?,1000,0.247,SanDisk,CPL,"SanDisk SDSSDE61-1T00-G25B Extreme Portable 1TB USB-C 3.2 External SSD Sky Blue"
276.20,?,?,?,2000,0.138,?,CPL,"MSI DATAMAG 20Gbps 2TB Magnetic Portable SSD"
159.00,?,?,?,1000,0.159,?,CPL,"MSI DATAMAG 20Gbps 1TB Magnetic Portable SSD"
301.00,?,?,?,2000,0.150,Lexar,CPL,"Lexar LSL500X002T-RNBNG SL500 2TB USB-C 3.2 Portable SSD"
489.00,?,?,?,4000,0.122,Transcend,CPL,"Transcend TS4TESD410C Portable External SSD 4TB Dark Blue"
279.00,?,?,?,2000,0.140,Transcend,CPL,"Transcend TS2TESD410C Portable External SSD 2TB Dark Blue"
159.00,?,?,?,1000,0.159,Transcend,CPL,"Transcend TS1TESD410C Portable External SSD 1TB Dark Blue"
459.00,?,?,?,4000,0.115,Crucial,CPL,"Crucial CT4000X9PROSSD9 X9 Pro 4TB External Portable SSD"
261.00,?,?,?,2000,0.131,Crucial,CPL,"Crucial CT2000X9PROSSD9 X9 Pro 2TB External Portable SSD"
162.00,?,?,?,1000,0.162,Crucial,CPL,"Crucial CT1000X9PROSSD9 X9 Pro 1TB External Portable SSD"
189.00,?,?,?,1000,0.189,Crucial,CPL,"Crucial CT1000X10PROSSD9 X10 Pro 1TB External Portable SSD"
259.00,?,?,?,2000,0.130,SanDisk,CPL,"SanDisk SDSSDE30-2T00-G26 SDSSDE30 Portable SSD 2TB"
166.00,?,?,?,1000,0.166,SanDisk,CPL,"SanDisk SDSSDE30-1T00-G26 SDSSDE30 Portable SSD 1TB"
389.00,?,?,?,2000,0.195,Samsung,CPL,"Samsung MU-PG2T0B/WW T9 2TB Portable USB-C SSD"
239.00,?,?,?,1000,0.239,Samsung,CPL,"Samsung MU-PG1T0B/WW T9 1TB Portable USB-C SSD"
339.00,?,?,?,2000,0.170,Synology,CPL,"Synology BDS70-2T BeeDrive 2TB USB-C 3.2 External Portable SSD"
259.00,?,?,?,1000,0.259,Synology,CPL,"Synology BDS70-1T BeeDrive 1TB USB-C 3.2 External Portable SSD"
339.00,?,?,?,2000,0.170,Samsung,CPL,"Samsung MU-PE2T0S/WW Portable SSD T7 Shield Black USB 3.2 2TB"
189.00,?,?,?,1000,0.189,Samsung,CPL,"Samsung MU-PE1T0S/WW Portable SSD T7 Shield Black USB 3.2 1TB"
642.50,?,?,?,4000,0.161,SanDisk,CPL,"SanDisk SDSSDE61-4T00-G25 SDSSDE61 Extreme Portable SSD 4TB"
545.00,?,?,?,4000,0.136,WD,CPL,"WD WDBAGF0040BGY-WESN 4TB My Passport SSD USB 3.2 Gen 2 Type-C Portable SSD Grey"
1799.00,"2.5""",NVME,?,4000,0.450,LaCie,CPL,"LACIE STHZ4000800 RUGGED SSD PRO 4TB 2.5"" DROP RESISTANT_ USB-C_ THUNDERBOLT3_ NVME_ 5YR"
374.00,?,?,?,2000,0.187,LaCie,CPL,"Lacie STKS2000400 2TB Higher Performance Portable SSD"
219.00,?,?,?,?,?,SanDisk,CPL,"Sandisk SDSSDE81-1T00-G25 Extreme Pro Portable SSD"
226.70,?,?,?,?,?,SanDisk,CPL,"Sandisk SDSSDE61-1T00-G25 Extreme Portable SSD"
179.00,?,?,?,1000,0.179,WD,CPL,"WD WDBAGF0010BGD-WESN My Passport SSD 1TB Gold Colour"
195.00,?,?,?,1000,0.195,WD,CPL,"WD WDBAGF0010BBL-WESN 1TB MyPassport USB Blue"
175.00,?,?,?,1000,0.175,Samsung,CPL,"Samsung MU-PC1T0T/WW Portable SSD T7 1TB Titan Gray USB3.2 Type-C R/WMax 1050MB/s Aluminium Case 3 Years Warranty"
478.00,?,?,?,2000,0.239,LaCie,CPL,"Lacie STHR2000800 2TB RUGGED SSD - USB-C"
329.00,?,USB,"USB 3.1",1000,0.329,LaCie,CPL,"Lacie STHR1000800 1TB Rugged USB 3.1 Gen 2 Type-C Portable External SSD"
59.00,?,?,?,64,0.922,SanDisk,CPL,"Sandisk SDIX90N-064G-GN6NN iXpand USB Flash Drive Flip 64GB Sea Green"
13.00,?,?,?,32,0.406,Lexar,CPL,"Lexar LJDD400032G-BNQNG JumpDrive 32GB P30 USB 3.2 Gen 1 Flash Drive"
27.00,?,USB,"USB 3.1",128,0.211,Lexar,CPL,"Lexar LJDD400128G-BNQNG JumpDrive 128GB Dual Drive D400 USB 3.1 Type-C"
8.90,?,?,?,64,0.139,Lexar,CPL,"Lexar LJDM022064G-BNJNG JumpDrive M22 64GB USB Flash Drive"
16.50,?,USB,"USB 3.1",64,0.258,Lexar,CPL,"Lexar LJDD400064G-BNQNG JumpDrive 64GB Dual Drive D400 USB 3.1 Type-C"
13.80,?,?,?,64,0.216,Verbatim,CPL,"Verbatim 49065 64GB Store n Go Pinstripe USB Flash Drive Black"
11.00,?,?,?,?,?,Team,CPL,"Team TC175332GB01 C175 USB 3.2 Gen1 Flash Drive"
114.80,?,USB,"USB 3.1",512,0.224,Samsung,CPL,"Samsung MUF-512BE4/APC BAR PLUS 512GB USB 3.1 Flash Drive 512GB"
25.00,?,?,?,128,0.195,SanDisk,CPL,"SanDisk SDCZ410-128G-G46BB Ultra Shift USB 3.2 Gen 1 Flash Drive 128GB Blue"
16.00,?,USB,"USB 3.0",64,0.250,SanDisk,CPL,"SanDisk SDCZ73-064G-G46 64GB Ultra Flair USB 3.0 Flash Drive"
16.00,?,?,?,?,?,Kingston,CPL,"Kingston DTSE9G3/64GB DataTraveler DTSE9 G3 64GB- USB 3.2 Gen 1 Type-A Flash Drive"
58.40,?,?,?,512,0.114,Kingston,CPL,"Kingston DTSE9G3/512GB DataTraveler DTSE9 G3 512GB - USB 3.2 Gen 1 Type-A Flash Drive"
25.00,?,?,?,128,0.195,Kingston,CPL,"Kingston DTSE9G3/128GB DataTraveler DTSE9 G3 USB 3.2 Gen 1 Flash Drive 128GB"
73.30,?,?,"Not storage",?,?,?,CPL,"Yubico Security Key NFC 5060408465295"
9.90,?,?,?,64,0.155,?,CPL,"Shintaro SHR64GBU3 64GB Rotating Pocket Disk USB3.2 (Gen 1)"
7.50,?,?,?,32,0.234,?,CPL,"Shintaro SHR32GBU3 32GB Rotating Pocket Disk USB3.2 (Gen 1)"
99.00,?,?,?,16,6.188,Kingston,CPL,"Kingston IKVP50/16GB IronKey Vault Privacy 50 Encrypted USB Flash Drive 16GB"
63.00,?,?,?,16,3.938,Kingston,CPL,"Kingston IKLP50/16GB IronKey Locker+ 50 USB Flash Drive 16GB"
9.00,?,?,?,64,0.141,Team,CPL,"Team TE90264GG01 USB 2.0 Drive 64GB - Green"
23.80,?,?,?,64,0.372,Kingston,CPL,"Kingston DTMC3G2/64GB DataTraveler Micro USB Flash Drive 64GB"
53.50,?,?,?,256,0.209,Kingston,CPL,"Kingston DTDUO3CG3/256GB DataTraveler microDuo 3C USB Flash Drive 256GB"
19.00,?,USB-C,?,64,0.297,Samsung,CPL,"Samsung MUF-64DA/APC USB Type-C Flash Drive Blue 64GB"
45.00,?,?,?,128,0.352,SanDisk,CPL,"SanDisk SDIZ90N-128G-GN4TE Ixpand Wireless Charger Sync Flash Drive 128GB"
15.80,?,?,?,32,0.494,Verbatim,CPL,"Verbatim 49064 Store'n'Go Pinstripe USB Drive 32GB USB Storage Drive Memory Stick (Black)"
16.00,?,?,?,8,2.000,?,CPL,"SHINTARO SHR8GB-3PK 8GB Rotating Pocket Disk 3 Pack USB2.0"
5.00,?,?,?,8,0.625,?,CPL,"SHINTARO SH-R8GB 8GB Rotating Pocket Disk USB2.0"
14.80,?,?,?,64,0.231,?,CPL,"SHINTARO SHR64GB 64GB Rotating Pocket Disk USB2.0"
11.00,?,?,?,32,0.344,?,CPL,"SHINTARO SH-RC32GB 32GB USB-C OTG Pocket Disk drive - Works with USB-C_ USB Type-C_ USB-A_ USB 3.0"
6.90,?,?,?,16,0.431,?,CPL,"SHINTARO SH-R16GB 16GB Rotating Pocket Disk USB2.0"
49.00,?,?,?,?,?,SanDisk,CPL,"Sandisk SDCZ810-064G-G46 Ultra Extreme Go 3.2 Flash Drive"
65.00,?,?,?,?,?,SanDisk,CPL,"Sandisk SDCZ810-256G-G46 Ultra Extreme Go 3.2 Flash Drive"
29.00,?,USB,"USB 3.0",128,0.227,SanDisk,CPL,"Sandisk SDCZ73-128G-G46 128GB Ultra Flair USB3.0 Flash Drive Memory Stick"
12.00,?,?,?,128,0.094,Kingston,CPL,"Kingston DTX/128GB 128GB USB3.2 Gen1 DataTraveler Exodia (Black + Yellow)"
7.00,?,?,?,64,0.109,Kingston,CPL,"Kingston DTX/64GB 64GB USB3.2 Gen 1 DataTraveler Exodia (Black + Teal)"
8.00,?,?,?,32,0.250,SanDisk,CPL,"SanDisk SDCZ600-032G-G35 Cruzer Glide 3.0 USB Flash Drive_ CZ600 32GB_ USB3.0"
89.00,?,USB-C,?,512,0.174,SanDisk,CPL,"Sandisk SDDDC4-512G-G46 Ultra Dual Drive Luxe USB TYPE-C 512GB"
199.00,?,SATA,SATA,6000,0.033,Seagate,CPL,"Seagate ST6000DM003 Barracuda 6TB SATA HDD"
370.00,"3.5""",SATA,SATA,8000,0.046,WD,CPL,"WD WD84PURZ 8TB Purple 3.5"" SATA 6Gb/s 128MB Surveillance Hard Drive"
379.00,"3.5""",SATA,SATA,10000,0.038,WD,CPL,"WD WD100EFGX Red Plus NAS 10TB 3.5"" SATA HDD"
1299.00,"3.5""",SATA,"RPM:  7200",30000,0.043,Seagate,CPL,"Seagate ST30000NM004K Exos M 30TB 3.5"" SATA 7200RPM Server Hard Drive"
1309.00,"3.5""",SATA,SATA3,30000,0.044,Seagate,CPL,"Seagate ST30000NT011 30TB IronWolf Pro 3.5"" SATA3 NAS Hard Drive"
1255.00,"3.5""",SATA,"RPM:  7200",28000,0.045,Seagate,CPL,"Seagate ST28000NM003K Exos M 28TB 3.5"" SATA 7200RPM Server Hard Drive"
1099.00,"3.5""",SATA,SATA3,28000,0.039,Seagate,CPL,"Seagate ST28000NT000 28TB IronWolf Pro 3.5"" SATA3 NAS Hard Drive"
549.00,"3.5""",SATA,SATA3,24000,0.023,Seagate,CPL,"Seagate ST24000DM001 24TB BarraCuda 3.5"" SATA3 7200PM Laptop Hard Drive"
469.00,"3.5""",SATA,SATA3,20000,0.023,Seagate,CPL,"Seagate ST20000DM001 20TB BarraCuda 3.5"" SATA3 7200PM Laptop Hard Drive"
399.00,"3.5""",SATA,"RPM:  7200",16000,0.025,Seagate,CPL,"Seagate ST16000DM001 16TB BarraCuda 3.5"" SATA3 7200RPM Hard Drive"
459.00,"3.5""",SATA?,?,10000,0.046,WD,CPL,"WD WD103KFBX Red Pro 10TB 3.5"" NAS HDD"
1583.00,"3.5""",SAS,?,20000,0.079,Synology,CPL,"Synology HAS5310-20T Enterprise Series 3.5"" 20TB SAS HHD"
484.00,"3.5""",SATA,"RPM:  7200",8000,0.060,WD,CPL,"WD Black WD8002FZBX 8TB 3.5"" 7200RPM SATA3 Hard Drive"
1199.00,"3.5""",SATA?,?,24000,0.050,WD,CPL,"WD WD240KFGX Red Pro NAS 3.5"" HDD 24TB"
1860.20,"2.5""",SATA,SATA,3840,0.484,Synology,CPL,"Synology SAT5221-3840G SAT5221 3840GB 2.5"" Enterprise SATA SSD"
715.00,"3.5""",SATA,"RPM:  7200",20000,0.036,Seagate,CPL,"Seagate ST20000NM002H Exos X24 20TB 3.5"" SATA 7200RPM Enterprise Hard Drive"
329.00,"3.5""",SATA,SATA,8000,0.041,Seagate,CPL,"Seagate ST8000VX010 8TB SkyHawk 3.5"" SATA Surveillance Internal Hard Drive"
89.00,"3.5""",SATA,SATA3,2000,0.044,Seagate,CPL,"Seagate ST2000DM005 2TB BarraCuda 3.5"" SATA3 Desktop Hard Drive"
309.00,"3.5""",SATA,SATA,8000,0.039,Seagate,CPL,"Seagate ST8000VN002 IronWolf NAS 3.5"" SATA Hard Drive 8TB"
1164.00,"3.5""",SATA?,?,24000,0.049,Seagate,CPL,"Seagate ST24000VE002 24TB Seagate SkyHawk AI 3.5"" HDD"
799.00,"3.5""",SATA,"RPM:  7200",22000,0.036,Seagate,CPL,"Seagate ST22000NM001E Exos X22 22TB 3.5"" SATA 7200RPM Server Hard Drive"
639.00,"3.5""",SATA,"RPM:  7200",16000,0.040,Seagate,CPL,"Seagate ST16000NM002H Exos X24 16TB 3.5"" SATA 7200RPM Enterprise Hard Drive"
679.00,"3.5""",SATA,"RPM:  7200",12000,0.057,Seagate,CPL,"Seagate ST12000NM002H Exos X24 12TB 3.5"" SATA 7200RPM Enterprise Hard Drive"
345.20,"3.5""",SATA?,"RPM:  7200",1000,0.345,Dell,CPL,"Dell 400-AURS 1TB 3.5"" 7.2K Hot Plug Server Hard Drive"
329.00,"3.5""",SATA,"RPM:  7200",6000,0.055,WD,CPL,"WD WD6005FFBX WD4005FFBX 6TB Red PRO 3.5"" 7200RPM SATA NAS Hard Drive"
1179.00,"3.5""",SATA,SATA3,24000,0.049,WD,CPL,"WD WD240PURP 24TB Purple Pro 3.5"" SATA3 Smart Video Surveillance Hard Drive"
379.00,?,SATA,SATA,6000,0.063,WD,CPL,"WD WD6004FRYZ Gold Enterprise Class SATA HDD 6TB"
299.00,?,SATA,SATA,4000,0.075,WD,CPL,"WD WD4004FRYZ Gold Enterprise Class SATA HDD 4TB"
569.00,"3.5""",SATA?,?,14000,0.041,WD,CPL,"WD WD142KRYZ Gold 3.5"" Enterprise Class Internal Hard Drive 14TB"
