price,form,interface,speed,gig,sgig,brand,supplier,comment
1399.00,"3.5""",SATA,"RPM:  7200",20000,0.070,Synology,CPL,"Synology HAT5310-20T HAT5310 3.5"" SATA 6Gb/s 7200RPM Enterprise Server Hard Drive 20TB"
339.00,"3.5""",SATA?,?,8000,0.042,WD,CPL,"WD WD85PURZ Purple 3.5"" Surveillance HDD 8TB"
169.00,"3.5""",SATA,SATA,4000,0.042,WD,CPL,"WD WD43PURZ Purple 3.5"" SATA Hard Drive 4TB"
449.00,"3.5""",SATA?,"RPM:  7200",12000,0.037,Synology,CPL,"Synology HAT3300-12T Plus Series 3.5'' 7200 RPM Internal Hard Drive 12TB"
239.00,"3.5""",SATA,SATA,6000,0.040,Seagate,CPL,"Seagate ST6000VX009 SkyHawk Surveillance Internal 3.5"" SATA Drive 6TB"
269.00,"3.5""",SATA,SATA3,6000,0.045,Seagate,CPL,"Seagate ST6000VN006 6TB IronWolf 3.5'' SATA3 NAS Hard Drive"
142.00,"3.5""",SATA,SATA,4000,0.035,Seagate,CPL,"Seagate ST4000VX016 Skyhawk Surveillance 3.5"" SATA HDD 4TB"
43.00,?,USB-C,?,256,0.168,SanDisk,CPL,"Sandisk SDDDC4-256G-G46 Ultra Dual Drive Luxe USB TYPE-C 256GB"
164.00,?,USB-C,?,1000,0.164,SanDisk,CPL,"Sandisk SDDDC4-1T00-G46 Ultra Dual Drive Luxe USB TYPE-C 1TB"
27.00,?,USB-C,?,128,0.211,SanDisk,CPL,"Sandisk SDDDC4-128G-G46 Ultra Dual Drive Luxe USB TYPE-C 128GB"
19.00,?,USB-C,?,64,0.297,SanDisk,CPL,"Sandisk SDDDC4-064G-G46 Ultra Dual Drive Luxe USB TYPE-C 64GB"
17.00,?,USB-C,?,32,0.531,SanDisk,CPL,"Sandisk SDDDC4-032G-G46 Ultra Dual Drive Luxe USB TYPE-C 32GB"
39.00,?,USB-C,?,128,0.305,SanDisk,CPL,"Sandisk SDCZ460-128G-G46 128GB ULTRA USB TYPE-C Flash Drive CZ460"
8.00,?,USB-C,?,32,0.250,SanDisk,CPL,"Sandisk SDCZ460-032G-G46 32GB ULTRA USB TYPE-C Flash Drive CZ460"
16.00,?,USB-C,?,64,0.250,SanDisk,CPL,"Sandisk SDDDC3-064G-G46 64GB Ultra Dual Drive Go USB TYPE-C"
54.00,?,USB-C,?,256,0.211,SanDisk,CPL,"Sandisk SDDDC3-256G-G46 256GB Ultra Dual Drive Go USB TYPE-C"
23.00,?,USB-C,?,128,0.180,SanDisk,CPL,"Sandisk SDDDC3-128G-G46 128GB Ultra Dual Drive Go USB TYPE-C"
75.00,?,?,?,128,0.586,SanDisk,CPL,"Sandisk SDIX60N-128G-GN6NE 128GB IXPAND Flash Drive Go"
25.00,?,USB,"USB 3.1",128,0.195,SanDisk,CPL,"Sandisk SDCZ74-128G-G46 128GB Ultra LUXE USB 3.1 FLASHDRIVE"
16.00,?,USB,"USB 3.1",64,0.250,SanDisk,CPL,"Sandisk SDCZ74-064G-G46 64GB Ultra LUXE USB 3.1 Flash Drive"
6.90,?,?,?,16,0.431,Verbatim,CPL,"Verbatim 49063 Store'n'Go Pinstripe USB Drive 16GB (Black)"
15.00,?,USB-C,?,64,0.234,SanDisk,CPL,"Sandisk SDDDC2-064G-G46 64GB Ultra Dual Drive USB Type-C"
39.00,?,USB,"USB 3.0",256,0.152,SanDisk,CPL,"SanDisk SDCZ73-256G-G46 Ultra Flair USB 3.0 Flash Drive_ CZ73 256GB_ USB3.0"
13.00,?,USB,"USB 3.0",32,0.406,SanDisk,CPL,"SanDisk SDCZ73-032G-G46 32GB Ultra Flair USB 3.0 Flash Drive"
19.00,?,USB,"USB 3.0",128,0.148,SanDisk,CPL,"SanDisk SDCZ48-128G-U46 128GB Ultra USB 3.0 Flash Drive"
11.00,?,USB,"USB 3.0",64,0.172,SanDisk,CPL,"SanDisk SDCZ48-064G-U46 64GB Ultra USB 3.0 Flash Drive"
44.60,?,?,?,256,0.174,SanDisk,CPL,"SANDISK SDCZ48-256G-U46 256Gb Ultra 3.0 USB Drive"
69.00,?,USB,"USB 3.1",128,0.539,SanDisk,CPL,"SanDisk SDCZ880-128G-G46 CZ880 128GB Extreme Pro USB 3.1 Solid State Flash Drive"
29.00,?,?,?,64,0.453,SanDisk,CPL,"SanDisk SDIB20N-064G-PN9QN 64GB iXpand Base iPhone Charger and Backup"
35.00,?,USB,"USB 3.1",256,0.137,SanDisk,CPL,"Sandisk SDCZ430-256G-G46 ULTRAFIT USB 3.1 FLASH DRV 256GB"
45.00,?,?,?,256,0.176,SanDisk,CPL,"SanDisk SDDDC2-256G-G46 Ultra Dual Drive USB Type C_ SDDDC2 256GB"
33.00,?,?,?,256,0.129,Kingston,CPL,"Kingston DTDEG2/256GB 256GB DataTraveler Duo USB 3.2 Gen 1 Flash Drive"
17.00,?,?,?,128,0.133,Kingston,CPL,"Kingston DTDEG2/128GB 128GB DataTraveler Duo USB 3.2 Gen 1 Flash Drive"
40.60,?,?,?,128,0.317,Lexar,CPL,"Lexar LJDP030128G-RNQNG JumpDrive 128GB P30 USB 3.2 Gen 1 Flash Drive"
8.00,?,?,?,8,1.000,Adata,CPL,"ADATA AC008-8G-RWE 8GB C008 USB2.0 Flash Drive Blue"
19.00,?,?,?,64,0.297,Adata,CPL,"ADATA AC008-64G-RWE 64GB C008 USB2.0 Flash Drive Blue/White"
58.00,?,?,?,64,0.906,Adata,CPL,"ADATA AAI920-64G-CBK 64GB i-Memory AI920 Lightning Flash Drive Jet Black"
64.00,?,?,?,64,1.000,Adata,CPL,"ADATA AAI720-64G-CGY 64GB i-Memory AI720 Lightning Flash Drive Space Grey"
6.00,?,?,?,32,0.188,Adata,CPL,"ADATA AC008-32G-RWE 32GB C008 USB2.0 Flash Drive Blue"
6.00,?,?,?,32,0.188,Adata,CPL,"ADATA AC008-32G-RKD 32GB C008 USB2.0 Flash Drive Black/Red"
9.00,?,?,?,16,0.562,Adata,CPL,"ADATA AC008-16G-RWE 16GB C008 USB2.0 Flash Drive Blue"
86.00,?,?,?,256,0.336,Lexar,CPL,"Lexar LJDP030256G-RNQNG JumpDrive 256GB P30 USB 3.2 Gen 1 Flash Drive"
50.00,?,USB,"USB 3.1",256,0.195,Lexar,CPL,"Lexar LJDD400256G-BNQNG JumpDrive 256GB Dual Drive D400 USB 3.1 Type-C"
23.90,?,?,?,32,0.747,Verbatim,CPL,"Verbatim 66981 32GB Minecraft Collectors Edition USB Flash Drive Zombie"
23.90,?,?,?,32,0.747,Verbatim,CPL,"Verbatim 66980 32GB Minecraft Collectors Edition USB Flash Drive Enderman"
19.00,?,?,?,32,0.594,Verbatim,CPL,"Verbatim 66979 32GB Minecraft Collectors Edition USB Flash Drive Creeper"
16.80,?,?,?,32,0.525,Verbatim,CPL,"Verbatim 66978 32GB Minecraft Collectors Edition USB Flash Drive Steve"
25.00,?,?,?,32,0.781,Verbatim,CPL,"Verbatim 66977 32GB Minecraft Collectors Edition USB Flash Drive Alex"
14.80,?,?,?,32,0.463,Verbatim,CPL,"Verbatim 49173 32GB Store n Go V3 USB Flash Drive Grey"
7.00,?,?,?,64,0.109,Lexar,CPL,"Lexar LJDV40-64GAB JumpDrive V40 64GB USB 2.0 Flash Drive"
17.80,?,?,?,64,0.278,SanDisk,CPL,"SanDisk SDDDC3-064G-G46NBB 64GB Ultra Dual Drive Go USB-C Flash Drive Navagio Bay"
63.30,?,USB,"USB 3.1",256,0.247,Lexar,CPL,"Lexar LJDM900256G-BNQNG JumpDrive 256GB M900 USB 3.1 Flash Drive"
239.00,?,?,?,32,7.469,Kingston,CPL,"Kingston IKKP200C/32GB IronKey Keypad 200C Encrypted USB-C Flash Drive 32GB"
127.70,?,USB,"USB 3.1",512,0.249,Samsung,CPL,"Samsung MUF-512DA/APC USB 3.1 Type-C Flash Drive Blue 512GB"
8.00,?,?,?,32,0.250,SanDisk,CPL,"SanDisk SDCZ410-032G-G46EP Ultra Shift USB 3.2 Gen 1 Flash Drive 32GB Green"
8.00,?,?,?,32,0.250,SanDisk,CPL,"SanDisk SDCZ410-032G-G46BB Ultra Shift USB 3.2 Gen 1 Flash Drive 32GB Blue"
24.00,?,?,?,128,0.188,SanDisk,CPL,"SanDisk SDCZ550-128G-G46NB Ultra Curve USB 3.2 Gen 1 Flash Drive 128GB Navy Blue"
19.00,?,?,?,128,0.148,SanDisk,CPL,"SanDisk SDCZ550-128G-G46G Ultra Curve USB 3.2 Gen 1 Flash Drive 128GB Mint Green"
21.00,?,?,?,128,0.164,SanDisk,CPL,"SanDisk SDCZ550-128G-G46 Ultra Curve USB 3.2 Gen 1 Flash Drive 128GB Black"
17.00,?,?,?,128,0.133,SanDisk,CPL,"SanDisk SDCZ410-128G-G46EP Ultra Shift USB 3.2 Gen 1 Flash Drive 128GB Green"
39.00,?,?,?,256,0.152,Kingston,CPL,"Kingston DTSE9G3/256GB DataTraveler DTSE9 G3 USB 3.2 Gen 1 Flash Drive 256GB"
33.00,?,?,?,256,0.129,HP,CPL,"HP HPFD712LB-256 712W 256GB USB3.2 Flash Drive Memory Stick"
226.70,?,?,?,32,7.084,Kingston,CPL,"Kingston IKKP200/32GB IronKey Keypad 200 USB Flash Drive 32GB"
88.10,?,?,?,256,0.344,Kingston,CPL,"Kingston DTMAXA/256GB DataTraveler Max USB 3.2 Gen 2 Series Flash Drive - 256GB"
29.00,?,?,?,128,0.227,Kingston,CPL,"Kingston DTDUO3CG3/128GB DataTraveler microDuo 3C USB Flash Drive 128GB"
55.00,?,USB-C,?,256,0.215,Samsung,CPL,"Samsung MUF-256DA/APC USB Type-C Flash Drive Blue 256GB"
35.00,?,USB-C,?,128,0.273,Samsung,CPL,"Samsung MUF-128DA/APC USB Type-C Flash Drive Blue 128GB"
64.40,?,?,?,64,1.006,SanDisk,CPL,"Sandisk SDIX60N-064G-GN6NN iXpand Flash Drive GO 64GB"
118.00,?,?,?,256,0.461,SanDisk,CPL,"SanDisk SDIX70N-256G-GN6NE iXpand Flash Drive Luxe_ SDIX70N 256GB_ Black_ iOS/Android_ Lightning and Type C USB3.1_ 2Y"
93.00,?,?,?,128,0.727,SanDisk,CPL,"SanDisk SDIX70N-128G-GN6NE iXpand Flash Drive Luxe_ SDIX70N 128GB_ Black_ iOS/Android_ Lightning and Type C USB3.1_ 2Y"
6.90,?,?,?,32,0.216,?,CPL,"SHINTARO SHR32GB 32GB Rotating Pocket Disk USB2.0"
10.00,?,USB,"USB 3.0",64,0.156,SanDisk,CPL,"Sandisk SDCZ410-064G-G46 64GB Ultra Shift USB3.0 CZ410"
8.00,?,USB,"USB 3.0",32,0.250,SanDisk,CPL,"Sandisk SDCZ410-032G-G46 Ultra Shift USB3.0 CZ410 32GB"
29.70,?,?,?,64,0.464,Kingston,CPL,"Kingston DTKN/64GB 64GB USB3.2 DataTraveller KYSON"
45.00,?,USB-C,?,256,0.176,SanDisk,CPL,"Sandisk SDCZ460-256G-G46 256GB ULTRA USB TYPE-C Flash Drive CZ460"
12.00,?,USB-C,?,32,0.375,SanDisk,CPL,"Sandisk SDDDC3-032G-G46 32GB Ultra Dual Drive Go USB TYPE-C"
137.60,?,?,?,256,0.537,SanDisk,CPL,"Sandisk SDIX60N-256G-GN6NE 256GB Ixpand Flash Drive GO"
45.00,?,?,?,256,0.176,SanDisk,CPL,"SanDisk SDDD2-256G-GAM46 256GB UltraDual USB Drive3.0 Black"
8.00,?,USB,"USB 3.0",32,0.250,SanDisk,CPL,"SanDisk SDCZ48-032G-U46 CZ48 32G Ultra USB 3.0 Flash Drive"
10.00,MicroSD,SD,?,64,0.156,Kingston,CPL,"Kingston SDCS3/64GB 64GB microSDXC Canvas Select+ Gen3 A1 MicroSD Memory Card + Adapter"
169.00,MicroSD,SD,?,512,0.330,Lexar,CPL,"Lexar LMSXPS0512G-BNNNG 512GB PLAY PRO microSDXC Express Card"
159.00,?,SD,?,256,0.621,Lexar,CPL,"Lexar LSD1800256G-BNNNG 256GB Professional 1800x SDXC UHS-II Gold Series Memory Card"
50.50,?,SD,?,64,0.789,Lexar,CPL,"Lexar LSD1800064G-BNNNG 64GB Professional 1800x SDXC UHS-II Gold Series Memory Card"
79.00,MicroSD,SD,?,512,0.154,Samsung,CPL,"Samsung MB-MC512SA/APC EVO PLUS 512GB Micro SD Card"
199.00,MicroSD,SD,?,1000,0.199,Samsung,CPL,"Samsung MB-MD1T0SA/APC PRO PLUS 1TB Micro SD Card"
202.00,MicroSD,SD,?,1000,0.202,Samsung,CPL,"Samsung MB-MC1T0SA/APC EVO PLUS 1TB Micro SD Card"
9.00,MicroSD,SD,U1,64,0.141,Kingston,CPL,"Kingston SDCS2/64GB 64GB V2 MicroSD SDHC SDXC Class10 UHS-I Memory Card"
9.90,?,SD,?,16,0.619,Team,CPL,"Team TCSDHC16GIV1001 Classic SDHC UHS-1 V10 SD Memory Card 16GB"
56.40,MicroSD,SD,?,256,0.220,Samsung,CPL,"Samsung MB-MD256SA/APC 256GB PRO Plus Micro SD Memory Card"
29.00,?,SD,?,16,1.812,Kingston,CPL,"Kingston SDIT/16GB 16GB SDHC Industrial SD Memory Card"
15.00,?,SD,?,64,0.234,SanDisk,CPL,"SanDisk SDSDUNB-064G-GN6IN Ultra 64GB SDXC UHS-I Memory Card"
68.00,MicroSD,SD,?,512,0.133,SanDisk,CPL,"SanDisk SDSQUAC-512G-GN6MN Ultra microSDXC SQUAC Memory Card 512GB"
42.00,?,SD,?,256,0.164,SanDisk,CPL,"SanDisk SDSDUNC-256G-GN6IN Ultra 256GB SDXC UHS-I Memory Card"
39.00,MicroSD,SD,?,256,0.152,SanDisk,CPL,"SanDisk SDSQUAC-256G-GN6MN Ultra microSDXC SQUAC Memory Card 256GB"
129.00,MicroSD,SD,?,1000,0.129,SanDisk,CPL,"SanDisk SDSQUAC-1T00-GN6MN Ultra microSDXC SQUAC Memory Card 1TB"
28.70,?,SD,?,128,0.224,SanDisk,CPL,"SanDisk SDSDUNB-128G-GN6IN Ultra 128GB SDXC UHS-I Memory Card"
79.00,MicroSD,SD,?,512,0.154,SanDisk,CPL,"SanDisk SDSQXAV-512G-GN6MA 512GB Extreme microSDXC UHS-I Memory Card"
149.00,?,SD,?,512,0.291,SanDisk,CPL,"SanDisk SDSDXXD-512G-GN4IN 512GB Extreme PRO SDXC UHS-I Memory Card"
54.50,MicroSD,SD,?,256,0.213,SanDisk,CPL,"SanDisk SDSQXAV-256G-GN6MA 256GB Extreme microSDXC UHS-I Memory Card"
78.20,?,SD,?,256,0.305,SanDisk,CPL,"SanDisk SDSDXXD-256G-GN4IN 256GB Extreme PRO SDXC UHS-I Memory Card"
249.00,MicroSD,SD,?,1000,0.249,SanDisk,CPL,"SanDisk SDSQXCD-1T00-GN6MA 1TB Extreme Pro microSDXC UHS-I Memory Card"
199.00,MicroSD,SD,?,1000,0.199,SanDisk,CPL,"SanDisk SDSQXAV-1T00-GN6MA 1TB Extreme microSDXC UHS-I Memory Card"
7.90,MicroSD,SD,U1,16,0.494,Team,CPL,"Team TUSDH16GCL10U03 SDHC 16GB Class 10 MicroSD Card"
19.00,MicroSD,SD,?,64,0.297,SanDisk,CPL,"SanDisk SDSQXCU-064G-GN6MA Extreme PRO microSDXC UHS-I CARD 64GB"
109.00,MicroSD,SD,?,512,0.213,SanDisk,CPL,"SanDisk SDSQXCD-512G-GN6MA Extreme PRO microSDXC UHS-I CARD 512GB"
45.00,MicroSD,SD,?,256,0.176,SanDisk,CPL,"SanDisk SDSQXCD-256G-GN6MA Extreme Pro microSDXC Card 256GB"
36.00,?,SD,?,128,0.281,SanDisk,CPL,"SanDisk SDSDXXD-128G-GN4IN Extreme Pro SDXC Card 128GB"
29.00,MicroSD,SD,?,64,0.453,Samsung,CPL,"Samsung MB-MJ64KA/APC PRO Endurance microSD Card 64GB"
9.90,MicroSD,SD,U1,32,0.309,Team,CPL,"Team TUSDH32GCL10U03 Micro SDHC 32GB Class10 UHS-I Memory Card"
10.00,MicroSD,SD,?,32,0.312,Toshiba,CPL,"Toshiba THN-M203K0320A4 M203 Micro SDHC Memory Card 32GB"
49.00,MicroSD,SD,?,256,0.191,?,CPL,"Dahua DHI-TF-C100/256GB C100 256GB microSD Memory Card"
132.10,?,SD,U1,64,2.064,SanDisk,CPL,"Sandisk SDSDXDK-064G-GN4IN 64Gb SDHC Extreme Pro Class 10"
9.90,?,SD,?,32,0.309,SanDisk,CPL,"Sandisk SDSDUN4-032G-GN6IN 32GB Ultra SDHC SDXC UHS-I Memory Card"
55.00,?,SD,?,?,?,SanDisk,CPL,"Sandisk SDSDUN4-256G-GN6IN Ultra SDHC SDXC UHS-I Memory Card"
31.00,?,SD,?,128,0.242,SanDisk,CPL,"SanDisk SDSDUN4-128G-GN6IN 128GB Ultra SDHC SDXC UHS-I Memory Card"
15.00,?,SD,?,64,0.234,SanDisk,CPL,"Sandisk SDSDUN4-064G-GN6IN 64GB Ultra SDHC SDXC UHS-I Memory Card"
9.00,MicroSD,SD,?,32,0.281,SanDisk,CPL,"Sandisk SDSQUA4-032G-GN6MN 32GB Ultra microSD SDHC SDXC UHS-I Memory Card"
23.00,MicroSD,SD,?,64,0.359,WD,CPL,"WD WDD064G1P0C Purple 64GB MicroSD Card"
93.10,MicroSD,SD,?,256,0.364,WD,CPL,"WD WDD256G1P0C Purple 256GB MicroSDXC Card"
109.00,MicroSD,SD,U1,400,0.273,SanDisk,CPL,"Sandisk SDSQXA1-400G 400GB Extreme microSD SDXC SQXAF V30 U3 C10 A1"
15.00,MicroSD,SD,U1,32,0.469,SanDisk,CPL,"Sandisk SDSQXAF-032G-GN6AA Extreme microSDHC SQXAF 32GB V30 U3 C10 A1 UHS1 100MB/s R 60MB/s W SD adaptor"
79.00,MicroSD,SD,?,400,0.198,SanDisk,CPL,"Sandisk SDSQUAR-400G-GN6MN 400GB SD Micro Ultra SDXC"
44.00,MicroSD,SD,?,200,0.220,SanDisk,CPL,"Sandisk SDSQUAR-200G-GN6MN 200GB Ultra MicroSDXC SDQUAR"
16.00,MicroSD,SD,?,64,0.250,SanDisk,CPL,"Sandisk SDSQQNR-064G-GN6IA 64G High Endurance MicroSD Card"
15.00,MicroSD,SD,?,32,0.469,SanDisk,CPL,"Sandisk SDSQQNR-032G-GN6IA 32G High Endurance MicroSD Card"
48.00,MicroSD,SD,?,256,0.188,SanDisk,CPL,"Sandisk SDSQQNR-256G-GN6IA 256G High Endurance MicroSD Card"
25.00,MicroSD,SD,?,128,0.195,SanDisk,CPL,"Sandisk SDSQQNR-128G-GN6IA 128G High Endurance MicroSD Card"
14.00,?,SD,C4,64,0.219,SanDisk,CPL,"SanDisk SDSDB-064G-B35 64GB Class 4 SDXC Flash Memory Card"
12.00,MicroSD,SD,?,32,0.375,Toshiba,CPL,"Toshiba SD-C032GR7VW060A 32GB MicroSD Exceria UHS-1 U3"
438.60,?,?,?,?,?,ASUS,CPL,"ASUS ZenWiFi BD4(B-2-PK) Dual-band WiFi 7 802.11be AiMesh Extendable Router 2-Pack"
30.70,?,SD,U1,64,0.480,Kingston,CPL,"Kingston SDS3/64GB 64GB SDXC Canvas Select Plus Gen3 C10 UHS-I U1 V10 Memory Card"
99.00,?,SD,U1,512,0.193,Kingston,CPL,"Kingston SDS3/512GB 512GB SDXC Canvas Select Plus Gen3 C10 UHS-I U3 V30 Memory Card"
103.00,MicroSD,SD,?,512,0.201,Kingston,CPL,"Kingston SDCS3/512GB 512GB microSDXC Canvas Select+ Gen3 A1 MicroSD Memory Card + Adapter"
53.50,?,SD,U1,256,0.209,Kingston,CPL,"Kingston SDS3/256GB 256GB SDXC Canvas Select Plus Gen3 C10 UHS-I U1 V10 Memory Card"
58.00,MicroSD,SD,?,256,0.227,Kingston,CPL,"Kingston SDCS3/256GB 256GB microSDXC Canvas Select+ Gen3 A1 MicroSD Memory Card + Adapter"
182.20,?,SD,U1,1000,0.182,Kingston,CPL,"Kingston SDS3/1TB 1TB SDXC Canvas Select Plus Gen3 C10 UHS-I U3 V30 Memory Card"
190.00,MicroSD,SD,?,1000,0.190,Kingston,CPL,"Kingston SDCS3/1TB 1TB microSDXC Canvas Select+ Gen3 A1 MicroSD Memory Card + Adapter"
35.60,?,SD,U1,128,0.278,Kingston,CPL,"Kingston SDS3/128GB 128GB SDXC Canvas Select Plus Gen3 C10 UHS-I U1 V10 SD Memory Card"
36.00,MicroSD,SD,?,128,0.281,Kingston,CPL,"Kingston SDCS3/128GB 128GB microSDXC Canvas Select+ Gen3 A1 MicroSD Memory Card + Adapter"
135.00,MicroSD,SD,?,1000,0.135,Transcend,CPL,"Transcend TS1TUSD300S-A USD300S 1TB UHS-I U3 A1 MicroSD Card"
49.00,?,SD,?,64,0.766,Lexar,CPL,"Lexar LSD64GCB1667 64GB Professional 1667x SDXC UHS-II Silver Series Memory Card"
313.80,?,SD,?,512,0.613,Lexar,CPL,"Lexar LSD1800512G-BNNNG 512GB Professional 1800x SDXC UHS-II Gold Series Memory Card"
9.00,?,?,?,32,0.281,Lexar,CPL,"Lexar LMS0633032G-BNNNG 32GB High-Performance 633x MicroSDHC/SDXC UHS-I Blue Memory Card"
39.60,?,?,?,256,0.155,Lexar,CPL,"Lexar LSDMI256BB633A 256GB 633x MicroSDHC/SDXC UHS-I Blue Memory Card"
134.60,?,SD,?,256,0.526,Lexar,CPL,"Lexar LSD256CB1667 256GB Professional 1667x SDXC UHS-II Silver Series Memory Card"
21.00,?,?,?,128,0.164,Lexar,CPL,"Lexar LSDMI128BB633A 128GB 633x MicroSDHC/SDXC UHS-I Blue Memory Card"
95.00,?,SD,?,128,0.742,Lexar,CPL,"Lexar LSD1800128G-BNNNG 128GB Professional 1800x SDXC UHS-II Gold Series Memory Card"
74.30,?,SD,?,128,0.580,Lexar,CPL,"Lexar LSD128CB1667 128GB Professional 1667x SDXC UHS-II Silver Series Memory Card"
87.00,MicroSD,SD,?,512,0.170,Lexar,CPL,"Lexar LSDMI512BB633A 512GB 633x MicroSDHC SDXC UHS-I Blue Memory Card"
11.00,?,?,?,64,0.172,Lexar,CPL,"Lexar LMS0633064G-BNNNG 64GB High-Performance 633x MicroSDHC/SDXC UHS-I Blue Memory Card"
128.70,MicroSD,SD,?,512,0.251,SanDisk,CPL,"SanDisk SDSQXAO-512G-GN6ZK 512GB Nintendo-Licensed MicroSDXC UHS-I Memory Card"
66.30,MicroSD,SD,?,256,0.259,SanDisk,CPL,"SanDisk SDSQXAO-256G-GN6ZK 256GB Nintendo-Licensed MicroSDXC UHS-I Memory Card"
183.30,MicroSD,SD,?,1000,0.183,Lexar,CPL,"Lexar LMSPLAY001T-BNNNG 1TB PLAY microSDXC UHS-I Memory Card"
159.00,?,SD,?,512,0.311,Kingston,CPL,"Kingston SDR2V6/512GB Canvas React Plus SDXC Card 512GB"
11.00,MicroSD,SD,?,32,0.344,Team,CPL,"Team TDUSDH32GUHS03 Dash Card SDHC UHS-1 Micro SD Card 32GB"
122.80,?,SD,?,256,0.480,Kingston,CPL,"Kingston SDR2V6/256GB Canvas React Plus SDXC Card 256GB"
380.20,?,SD,?,1000,0.380,Kingston,CPL,"Kingston SDR2V6/1TB Canvas React Plus SDXC Card 1TB"
68.30,?,SD,?,128,0.534,Kingston,CPL,"Kingston SDR2V6/128GB Canvas React Plus SDXC Card 128GB"
19.00,MicroSD,SD,?,128,0.148,Team,CPL,"Team TDUSDX128GUHS03 Dash Card SDXC UHS-1 Micro SD Card 128GB"
105.10,?,SD,U1,512,0.205,Lexar,CPL,"Lexar LSD1066512G-BNNNG 1066X SDXC C10 UHS-I U3 V30 Memory Card 512GB"
39.10,?,SD,U1,128,0.305,Lexar,CPL,"Lexar LSD0800P128G-BNNNG 800X Pro SDXC C10 UHS-I U3 V30 Memory Card 128GB"
30.70,MicroSD,SD,?,64,0.480,Samsung,CPL,"Samsung MB-MC64SA/APC EVO PLUS 64GB Micro SD Card"
49.00,MicroSD,SD,?,256,0.191,Samsung,CPL,"Samsung MB-MC256SA/APC EVO PLUS 256GB Micro SD Card"
29.00,MicroSD,SD,?,128,0.227,Samsung,CPL,"Samsung MB-MC128SA/APC EVO PLUS 128GB Micro SD Card"
439.00,?,SD,?,1000,0.439,SanDisk,CPL,"SanDisk SDSDXXD-1T00-GN4IN 1TB Extreme PRO SDHC And SDXC UHS-I Memory Card"
8.30,?,SD,?,32,0.259,Team,CPL,"Team TCSDHC32GIV1001 Classic SDHC UHS-1 V10 SD Memory Card 32GB"
177.40,MicroSD,SD,?,1000,0.177,Team,CPL,"Team TPPMSDX1TIA2V3003 PRO+ MicroSDXC Memory Card 1TB"
89.00,MicroSD,SD,?,512,0.174,Samsung,CPL,"Samsung MB-MD512SA/APC 512GB PRO Plus Micro SD Memory Card"
59.00,MicroSD,SD,?,256,0.230,Kingston,CPL,"Kingston SDCE/256GB 256GB High-Endurance microSD Memory Card"
29.20,MicroSD,SD,?,128,0.228,Samsung,CPL,"Samsung MB-MD128SA/APC 128GB PRO Plus Micro SD Memory Card"
43.00,MicroSD,SD,?,128,0.336,SanDisk,CPL,"SanDisk SDSQXAA-128G-GN6AA Extreme microSDXC SQXAA 128GB UHS-I Memory Card"
89.00,?,SD,?,64,1.391,Kingston,CPL,"Kingston SDR2/64GB 64GB SDXC React Plus UHS-II SD Card"
395.00,?,SD,?,256,1.543,Kingston,CPL,"Kingston SDR2/256GB 256GB SDXC React Plus UHS-II SD Card"
12.00,MicroSD,SD,?,64,0.188,SanDisk,CPL,"SanDisk SDSQUAB-064G-GN6MN Ultra microSDXC SQUAC Memory Card 64GB"
69.00,?,SD,?,512,0.135,SanDisk,CPL,"SanDisk SDSDUNC-512G-GN6IN Ultra 512GB SDXC UHS-I Memory Card"
23.00,MicroSD,SD,?,128,0.180,SanDisk,CPL,"SanDisk SDSQUAB-128G-GN6MN Ultra microSDXC Card 128GB"
20.70,?,SD,?,64,0.323,SanDisk,CPL,"SanDisk SDSDXV2-064G-GNCIN 64GB Extreme SDXC UHS-I Memory Card"
62.00,?,?,?,256,0.242,SanDisk,CPL,"SanDisk SDSDXVV-256G-GNCIN Extreme SD UHS-I Card 256GB"
15.00,?,SD,?,32,0.469,SanDisk,CPL,"SanDisk SDSDXVT-032G-GNCIN Extreme SDHC Card 32GB"
79.00,MicroSD,SD,?,256,0.309,Samsung,CPL,"Samsung MB-MJ256KA/APC PRO Endurance microSD Card 256GB"
8.00,MicroSD,SD,?,8,1.000,Team,CPL,"TEAM TUSDH8GCL1003 Group Memory Card microSDHC 8GB_ Class 10_ 14MB/s Write__ Lifetime WTY"
298.00,?,SD,?,128,2.328,SanDisk,CPL,"SanDisk SDSDXDK-128G-GN4IN Extreme PRO SDHC UHS-II 128GB"
121.70,?,?,?,512,0.238,SanDisk,CPL,"Sandisk SDSQXAO-512G-GN3ZN And Nintendo SQXAO 512GB U3 C10"
55.00,?,?,?,256,0.215,SanDisk,CPL,"Sandisk SDSQXAO-256G-GN3ZN And Nintendo SQXAO 256GB U3 C10"
32.00,?,?,?,128,0.250,SanDisk,CPL,"Sandisk SDSQXAO-128G-GN3ZN And Nintendo SQXAO 128GB U3 C10"
359.00,MicroSD,SD,?,1000,0.359,WD,CPL,"WD WDD100T1P0C Purple 1TB MicroSDXC Card 247 -25 C to 85 C Weather & Humidity Resistant"
211.90,MicroSD,SD,?,512,0.414,WD,CPL,"WD WDD512G1P0C Purple 512GB MicroSDXC Card"
24.00,?,SD,?,64,0.375,SanDisk,CPL,"SanDisk SDSDXXU-064G-GN4IN Extreme Pro SDHC Card 64GB"
89.00,CF,CF,?,64,1.391,SanDisk,CPL,"SANDISK SDCFXSB-064G-G46 Extreme CF 64GB 120MB/s read 85MB/s write"
