date,price,form,interface,speed,gig,sgig,brand,supplier,comment
2020-09-13,89.00,"2.5""",SATA,SATA3,512,0.174,Kingston,MSY,"Kingston KC600 (KC600/512G) 512GB SATA3 2.5"" 3D TLC NAND SSD Solid State Drive"
2021-03-21,95.00,"2.5""",SATA,SATA3,512,0.186,Kingston,MSY,"Kingston KC600 (KC600/512G) 512GB SATA3 2.5"" 3D TLC NAND SSD Solid State Drive"
2020-09-06,98.00,"2.5""",SATA,SATA3,512,0.191,Kingston,MSY,"Kingston KC600 (KC600/512G) 512GB SATA3 2.5"" 3D TLC NAND SSD Solid State Drive"
2020-08-09,99.00,"2.5""",SATA,SATA3,512,0.193,Kingston,MSY,"Kingston KC600 (KC600/512G) 512GB SATA3 2.5"" 3D TLC NAND SSD Solid State Drive"
2021-05-16,179.00,MicroSD,SD,?,128,1.398,Kingston,CPL,"Kingston MLPMR2/128GB 128GB MicroSDXC REACT PLUS"
2021-05-09,211.60,MicroSD,SD,?,128,1.653,Kingston,CPL,"Kingston MLPMR2/128GB 128GB MicroSDXC REACT PLUS"
2021-05-02,214.00,MicroSD,SD,?,128,1.672,Kingston,CPL,"Kingston MLPMR2/128GB 128GB MicroSDXC REACT PLUS"
2021-02-14,219.00,MicroSD,SD,?,128,1.711,Kingston,CPL,"Kingston MLPMR2/128GB 128GB MicroSDXC REACT PLUS"
2021-05-02,109.00,MicroSD,SD,?,64,1.703,Kingston,CPL,"Kingston MLPMR2/64GB 64GB MicroSDXC REACT PLUS"
2021-02-14,119.00,MicroSD,SD,?,64,1.859,Kingston,CPL,"Kingston MLPMR2/64GB 64GB MicroSDXC REACT PLUS"
2021-05-16,99.00,MicroSD,SD,?,64,1.547,Kingston,CPL,"Kingston MLPMR2/64GB 64GB MicroSDXC REACT PLUS"
2021-02-28,125.00,?,SD,?,128,0.977,Kingston,CPL,"Kingston MLPR2/128GB 128G SDXC Canvas React Plus 300MB/s Read UHS-II_ C10_ U3_ V90 Memory-Card"
2021-03-28,135.00,?,SD,?,128,1.055,Kingston,CPL,"Kingston MLPR2/128GB 128G SDXC Canvas React Plus 300MB/s Read UHS-II_ C10_ U3_ V90 Memory-Card"
2021-05-16,179.00,?,SD,?,128,1.398,Kingston,CPL,"Kingston MLPR2/128GB 128G SDXC Canvas React Plus 300MB/s Read UHS-II_ C10_ U3_ V90 Memory-Card"
2021-05-02,181.00,?,SD,?,128,1.414,Kingston,CPL,"Kingston MLPR2/128GB 128G SDXC Canvas React Plus 300MB/s Read UHS-II_ C10_ U3_ V90 Memory-Card"
2021-05-23,74.00,?,SD,U1,32,2.312,Kingston,CPL,"Kingston MLPR2/32GB 32GB React Plus Class 10 SD Cards"
2021-05-09,74.40,?,SD,U1,32,2.325,Kingston,CPL,"Kingston MLPR2/32GB 32GB React Plus Class 10 SD Cards"
2021-05-02,75.00,?,SD,U1,32,2.344,Kingston,CPL,"Kingston MLPR2/32GB 32GB React Plus Class 10 SD Cards"
2021-02-14,79.00,?,SD,U1,32,2.469,Kingston,CPL,"Kingston MLPR2/32GB 32GB React Plus Class 10 SD Cards"
2021-05-02,112.00,?,SD,?,64,1.750,Kingston,CPL,"Kingston MLPR2/64GB 64GB Canvas React Plus UHS-II SDXC Memory Card"
2021-02-14,119.00,?,SD,?,64,1.859,Kingston,CPL,"Kingston MLPR2/64GB 64GB Canvas React Plus UHS-II SDXC Memory Card"
2021-05-09,95.60,?,SD,?,64,1.494,Kingston,CPL,"Kingston MLPR2/64GB 64GB Canvas React Plus UHS-II SDXC Memory Card"
2019-11-07,59.00,MicroSD,SD,U1,128,0.461,Kingston,CPL,"Kingston Micro SD Class 10 128GB SD Card - SDCX10/128GB"
2019-10-30,72.00,M.2,NVME,?,240,0.300,Kingston,CPL,"Kingston SA1000M8/240G 240G SSDNOW A1000 M.2 2280 NVMe SSD"
2020-03-22,79.00,M.2,NVME,?,240,0.329,Kingston,CPL,"Kingston SA1000M8/240G 240G SSDNOW A1000 M.2 2280 NVMe SSD"
2019-10-30,105.00,M.2,NVME,?,480,0.219,Kingston,CPL,"Kingston SA1000M8/480G 480G SSDNOW A1000 M.2 2280 NVMe SSD"
2019-11-17,115.00,M.2,NVME,?,480,0.240,Kingston,CPL,"Kingston SA1000M8/480G 480G SSDNOW A1000 M.2 2280 NVMe SSD"
2019-10-30,269.00,M.2,NVME,?,960,0.280,Kingston,CPL,"Kingston SA1000M8/960G 960G SSDNOW A1000 M.2 2280 NVMe SSD"
2020-10-18,32.00,M.2,?,?,120,0.267,Kingston,CPL,"Kingston SA400M8/120G A400 M.2 SSD 120GB"
2020-09-13,37.00,M.2,?,?,120,0.308,Kingston,CPL,"Kingston SA400M8/120G A400 M.2 SSD 120GB"
2019-10-30,38.00,M.2,?,?,120,0.317,Kingston,CPL,"Kingston SA400M8/120G A400 M.2 SSD 120GB"
2020-07-26,39.00,M.2,?,?,120,0.325,Kingston,CPL,"Kingston SA400M8/120G A400 M.2 SSD 120GB"
2020-04-19,44.00,M.2,?,?,120,0.367,Kingston,CPL,"Kingston SA400M8/120G A400 M.2 SSD 120GB"
2020-02-23,45.00,M.2,?,?,120,0.375,Kingston,CPL,"Kingston SA400M8/120G A400 M.2 SSD 120GB"
2020-05-03,48.00,M.2,?,?,120,0.400,Kingston,CPL,"Kingston SA400M8/120G A400 M.2 SSD 120GB"
2020-03-22,49.00,M.2,?,?,120,0.408,Kingston,CPL,"Kingston SA400M8/120G A400 M.2 SSD 120GB"
2019-10-30,49.00,M.2,?,?,240,0.204,Kingston,CPL,"Kingston SA400M8/240G A400 M.2 SSD 240GB"
2021-02-21,75.00,M.2,?,?,480,0.156,Kingston,CPL,"Kingston SA400M8/480G 480G SSDNOW A400 M.2 2280 SSD"
2020-10-04,85.00,M.2,?,?,480,0.177,Kingston,CPL,"Kingston SA400M8/480G 480G SSDNOW A400 M.2 2280 SSD"
2020-09-27,89.00,M.2,?,?,480,0.185,Kingston,CPL,"Kingston SA400M8/480G 480G SSDNOW A400 M.2 2280 SSD"
2020-09-13,32.00,"2.5""",SATA,SATA3,120,0.267,Kingston,CPL,"Kingston SA400S37/120G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-07-26,34.00,"2.5""",SATA,SATA3,120,0.283,Kingston,CPL,"Kingston SA400S37/120G AS400SSD 2.5inch 7mm SATA3 SSD"
2019-10-30,35.00,"2.5""",SATA,SATA3,120,0.292,Kingston,CPL,"Kingston SA400S37/120G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-02-09,38.00,"2.5""",SATA,SATA3,120,0.317,Kingston,CPL,"Kingston SA400S37/120G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-07-12,39.00,"2.5""",SATA,SATA3,120,0.325,Kingston,CPL,"Kingston SA400S37/120G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-03-15,40.00,"2.5""",SATA,SATA3,120,0.333,Kingston,CPL,"Kingston SA400S37/120G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-06-21,42.00,"2.5""",SATA,SATA3,120,0.350,Kingston,CPL,"Kingston SA400S37/120G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-05-17,44.00,"2.5""",SATA,SATA3,120,0.367,Kingston,CPL,"Kingston SA400S37/120G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-03-22,45.00,"2.5""",SATA,SATA3,120,0.375,Kingston,CPL,"Kingston SA400S37/120G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-03-29,49.00,"2.5""",SATA,SATA3,120,0.408,Kingston,CPL,"Kingston SA400S37/120G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-04-05,54.00,"2.5""",SATA,SATA3,120,0.450,Kingston,CPL,"Kingston SA400S37/120G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-11-01,42.00,"2.5""",SATA,SATA3,240,0.175,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2021-01-24,43.00,"2.5""",SATA,SATA3,240,0.179,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-08-16,45.00,"2.5""",SATA,SATA3,240,0.188,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2019-12-11,47.00,"2.5""",SATA,SATA3,240,0.196,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2019-10-30,48.00,"2.5""",SATA,SATA3,240,0.200,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-07-26,49.00,"2.5""",SATA,SATA3,240,0.204,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-01-26,52.00,"2.5""",SATA,SATA3,240,0.217,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-07-19,54.00,"2.5""",SATA,SATA3,240,0.225,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-02-09,55.00,"2.5""",SATA,SATA3,240,0.229,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-02-16,59.00,"2.5""",SATA,SATA3,240,0.246,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-03-22,63.00,"2.5""",SATA,SATA3,240,0.263,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-05-17,64.00,"2.5""",SATA,SATA3,240,0.267,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-03-29,65.00,"2.5""",SATA,SATA3,240,0.271,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-04-19,69.00,"2.5""",SATA,SATA3,240,0.287,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-04-05,74.00,"2.5""",SATA,SATA3,240,0.308,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-05-03,75.00,"2.5""",SATA,SATA3,240,0.312,Kingston,CPL,"Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-05-17,105.00,"2.5""",SATA,SATA3,480,0.219,Kingston,CPL,"Kingston SA400S37/480G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-03-22,109.00,"2.5""",SATA,SATA3,480,0.227,Kingston,CPL,"Kingston SA400S37/480G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-05-10,115.00,"2.5""",SATA,SATA3,480,0.240,Kingston,CPL,"Kingston SA400S37/480G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-04-05,119.00,"2.5""",SATA,SATA3,480,0.248,Kingston,CPL,"Kingston SA400S37/480G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-10-18,72.00,"2.5""",SATA,SATA3,480,0.150,Kingston,CPL,"Kingston SA400S37/480G AS400SSD 2.5inch 7mm SATA3 SSD"
2019-12-11,75.00,"2.5""",SATA,SATA3,480,0.156,Kingston,CPL,"Kingston SA400S37/480G AS400SSD 2.5inch 7mm SATA3 SSD"
2019-11-17,78.00,"2.5""",SATA,SATA3,480,0.163,Kingston,CPL,"Kingston SA400S37/480G AS400SSD 2.5inch 7mm SATA3 SSD"
2019-10-30,79.00,"2.5""",SATA,SATA3,480,0.165,Kingston,CPL,"Kingston SA400S37/480G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-01-26,85.00,"2.5""",SATA,SATA3,480,0.177,Kingston,CPL,"Kingston SA400S37/480G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-02-02,89.00,"2.5""",SATA,SATA3,480,0.185,Kingston,CPL,"Kingston SA400S37/480G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-02-16,95.00,"2.5""",SATA,SATA3,480,0.198,Kingston,CPL,"Kingston SA400S37/480G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-03-08,99.00,"2.5""",SATA,SATA3,480,0.206,Kingston,CPL,"Kingston SA400S37/480G AS400SSD 2.5inch 7mm SATA3 SSD"
2020-12-27,145.00,"2.5""",SATA,SATA3,960,0.151,Kingston,CPL,"Kingston SA400S37/960G 960GB A400 SATA3 2.5 SSD 7MM"
2020-04-12,17.00,?,SD,U1,16,1.062,Kingston,CPL,"Kingston SD10V/16GB 16GB SDHC Class 10 SDHC Card Class 10"
2021-02-28,19.00,?,SD,U1,16,1.188,Kingston,CPL,"Kingston SD10V/16GB 16GB SDHC Class 10 SDHC Card Class 10"
2020-12-20,20.00,?,SD,U1,16,1.250,Kingston,CPL,"Kingston SD10V/16GB 16GB SDHC Class 10 SDHC Card Class 10"
2020-08-23,21.00,?,SD,U1,16,1.312,Kingston,CPL,"Kingston SD10V/16GB 16GB SDHC Class 10 SDHC Card Class 10"
2019-11-07,8.00,?,SD,U1,16,0.500,Kingston,CPL,"Kingston SD10V/16GB 16GB SDHC Class 10 SDHC Card Class 10"
2019-11-07,25.00,?,SD,U1,32,0.781,Kingston,CPL,"Kingston SD10VG2/32GBFR 32GB SDHC CLASS10 UHS-I 80MB/S READ "
2019-11-07,10.00,MicroSD,SD,C4,8,1.250,Kingston,CPL,"Kingston SDC4/8GB 8GB MICRO SDHC (CLASS 4) HIGH CAPACITY MICRO SECURE DIGITAL CARD"
2021-02-14,45.00,MicroSD,SD,?,128,0.352,Kingston,CPL,"Kingston SDCE/128GB 128GB microSDXC Endurance 95R 45W"
2021-05-02,19.00,MicroSD,SD,?,32,0.594,Kingston,CPL,"Kingston SDCE/32GB 32GB microSDHC Endurance 95R 30W"
2021-02-14,20.00,MicroSD,SD,?,32,0.625,Kingston,CPL,"Kingston SDCE/32GB 32GB microSDHC Endurance 95R 30W"
2021-02-14,25.00,MicroSD,SD,?,64,0.391,Kingston,CPL,"Kingston SDCE/64GB 64GB microSDXC Endurance 95R 30W"
2021-05-09,49.00,MicroSD,SD,?,128,0.383,Kingston,CPL,"Kingston SDCG3/128GB 128GB microSDXC Canvas Go Plus 170R A2 U3 V30 Card + ADP"
2021-05-23,51.00,MicroSD,SD,?,128,0.398,Kingston,CPL,"Kingston SDCG3/128GB 128GB microSDXC Canvas Go Plus 170R A2 U3 V30 Card + ADP"
2021-04-25,57.00,MicroSD,SD,?,128,0.445,Kingston,CPL,"Kingston SDCG3/128GB 128GB microSDXC Canvas Go Plus 170R A2 U3 V30 Card + ADP"
2021-02-14,59.00,MicroSD,SD,?,128,0.461,Kingston,CPL,"Kingston SDCG3/128GB 128GB microSDXC Canvas Go Plus 170R A2 U3 V30 Card + ADP"
2021-03-21,102.00,MicroSD,SD,?,256,0.398,Kingston,CPL,"Kingston SDCG3/256GB 256GB microSDXC Canvas Go Plus 170R A2 U3 V30 Card + ADP"
2021-02-14,109.00,MicroSD,SD,?,256,0.426,Kingston,CPL,"Kingston SDCG3/256GB 256GB microSDXC Canvas Go Plus 170R A2 U3 V30 Card + ADP"
2021-04-25,85.00,MicroSD,SD,?,256,0.332,Kingston,CPL,"Kingston SDCG3/256GB 256GB microSDXC Canvas Go Plus 170R A2 U3 V30 Card + ADP"
2021-07-04,92.00,MicroSD,SD,?,256,0.359,Kingston,CPL,"Kingston SDCG3/256GB 256GB microSDXC Canvas Go Plus 170R A2 U3 V30 Card + ADP"
2021-02-14,249.00,MicroSD,SD,?,512,0.486,Kingston,CPL,"Kingston SDCG3/512GB 512GB microSDXC Canvas Go Plus 170R A2 U3 V30 Card + ADP"
2021-04-25,27.00,MicroSD,SD,?,64,0.422,Kingston,CPL,"Kingston SDCG3/64GB 64GB microSDXC Canvas Go Plus 170R A2 U3 V30 Card + ADP"
2021-02-14,29.00,MicroSD,SD,?,64,0.453,Kingston,CPL,"Kingston SDCG3/64GB 64GB microSDXC Canvas Go Plus 170R A2 U3 V30 Card + ADP"
2019-12-11,94.00,MicroSD,SD,?,256,0.367,Kingston,CPL,"Kingston SDCR/256GB 256GB Canvas React MicroSD card"
2019-11-07,99.00,MicroSD,SD,?,256,0.387,Kingston,CPL,"Kingston SDCR/256GB 256GB Canvas React MicroSD card"
2020-02-23,33.00,MicroSD,SD,?,128,0.258,Kingston,CPL,"Kingston SDCS2/128G 128GB MicroSDHC Canvas Select PLUS"
2020-04-12,56.00,MicroSD,SD,?,128,0.438,Kingston,CPL,"Kingston SDCS2/128G 128GB MicroSDHC Canvas Select PLUS"
2021-06-13,26.00,MicroSD,SD,U1,128,0.203,Kingston,CPL,"Kingston SDCS2/128GB 128GB MicroSD SDHC SDXC Class10 UHS-I Memory Card"
2020-01-19,29.00,MicroSD,SD,U1,128,0.227,Kingston,CPL,"Kingston SDCS2/128GB 128GB MicroSD SDHC SDXC Class10 UHS-I Memory Card"
2020-03-29,30.00,MicroSD,SD,U1,128,0.234,Kingston,CPL,"Kingston SDCS2/128GB 128GB MicroSD SDHC SDXC Class10 UHS-I Memory Card"
2020-04-19,38.00,MicroSD,SD,U1,128,0.297,Kingston,CPL,"Kingston SDCS2/128GB 128GB MicroSD SDHC SDXC Class10 UHS-I Memory Card"
2020-02-23,7.00,MicroSD,SD,?,16,0.438,Kingston,CPL,"Kingston SDCS2/16G 16GB MicroSDHC Canvas Select PLUS"
2020-04-12,9.00,MicroSD,SD,?,16,0.562,Kingston,CPL,"Kingston SDCS2/16G 16GB MicroSDHC Canvas Select PLUS"
2020-03-29,10.00,MicroSD,SD,?,16,0.625,Kingston,CPL,"Kingston SDCS2/16GB 16GB Canvas Select Plus microSD Card"
2021-01-31,11.00,MicroSD,SD,?,16,0.688,Kingston,CPL,"Kingston SDCS2/16GB 16GB Canvas Select Plus microSD Card"
2020-02-16,9.00,MicroSD,SD,?,16,0.562,Kingston,CPL,"Kingston SDCS2/16GB 16GB Canvas Select Plus microSD Card"
2020-02-09,9.00,MicroSD,SD,?,16,0.562,Kingston,CPL,"Kingston SDCS2/16GB Canvas Select Plus microSD 16GB"
2021-07-04,82.00,MicroSD,SD,?,256,0.320,Kingston,CPL,"Kingston SDCS2/256GB 256GB Canvas Select Plus UHS-I microSDXC Memory Card with SD Adapter"
2021-05-09,83.00,MicroSD,SD,?,256,0.324,Kingston,CPL,"Kingston SDCS2/256GB 256GB Canvas Select Plus UHS-I microSDXC Memory Card with SD Adapter"
2021-04-25,84.00,MicroSD,SD,?,256,0.328,Kingston,CPL,"Kingston SDCS2/256GB 256GB Canvas Select Plus UHS-I microSDXC Memory Card with SD Adapter"
2021-02-14,89.00,MicroSD,SD,?,256,0.348,Kingston,CPL,"Kingston SDCS2/256GB 256GB Canvas Select Plus UHS-I microSDXC Memory Card with SD Adapter"
2020-02-23,10.00,MicroSD,SD,?,32,0.312,Kingston,CPL,"Kingston SDCS2/32G 32GB MicroSDHC Canvas Select PLUS"
2020-04-12,12.00,MicroSD,SD,?,32,0.375,Kingston,CPL,"Kingston SDCS2/32G 32GB MicroSDHC Canvas Select PLUS"
2020-01-19,12.00,MicroSD,SD,U1,32,0.375,Kingston,CPL,"Kingston SDCS2/32GB 32GB MicroSD SDHC SDXC Class10 UHS-I Memory Card"
2020-03-29,13.00,MicroSD,SD,U1,32,0.406,Kingston,CPL,"Kingston SDCS2/32GB 32GB MicroSD SDHC SDXC Class10 UHS-I Memory Card"
2021-05-16,155.00,MicroSD,SD,?,512,0.303,Kingston,CPL,"Kingston SDCS2/512GB 512GB Canvas Select Plus UHS-I microSDXC Memory Card with SD Adapter"
2021-05-02,157.00,MicroSD,SD,?,512,0.307,Kingston,CPL,"Kingston SDCS2/512GB 512GB Canvas Select Plus UHS-I microSDXC Memory Card with SD Adapter"
2021-04-25,158.00,MicroSD,SD,?,512,0.309,Kingston,CPL,"Kingston SDCS2/512GB 512GB Canvas Select Plus UHS-I microSDXC Memory Card with SD Adapter"
2021-02-14,159.00,MicroSD,SD,?,512,0.311,Kingston,CPL,"Kingston SDCS2/512GB 512GB Canvas Select Plus UHS-I microSDXC Memory Card with SD Adapter"
2020-02-23,16.00,MicroSD,SD,?,64,0.250,Kingston,CPL,"Kingston SDCS2/64G 64GB MicroSDHC Canvas Select PLUS"
2020-04-12,21.00,MicroSD,SD,?,64,0.328,Kingston,CPL,"Kingston SDCS2/64G 64GB MicroSDHC Canvas Select PLUS"
2021-07-04,14.00,MicroSD,SD,U1,64,0.219,Kingston,CPL,"Kingston SDCS2/64GB 64GB V2 MicroSD SDHC SDXC Class10 UHS-I Memory Card"
2020-11-01,15.00,MicroSD,SD,U1,64,0.234,Kingston,CPL,"Kingston SDCS2/64GB 64GB V2 MicroSD SDHC SDXC Class10 UHS-I Memory Card"
2020-01-19,17.00,MicroSD,SD,U1,64,0.266,Kingston,CPL,"Kingston SDCS2/64GB 64GB V2 MicroSD SDHC SDXC Class10 UHS-I Memory Card"
2020-03-01,19.00,MicroSD,SD,U1,64,0.297,Kingston,CPL,"Kingston SDCS2/64GB 64GB V2 MicroSD SDHC SDXC Class10 UHS-I Memory Card"
2020-03-29,20.00,MicroSD,SD,U1,64,0.312,Kingston,CPL,"Kingston SDCS2/64GB 64GB V2 MicroSD SDHC SDXC Class10 UHS-I Memory Card"
2019-11-07,139.00,?,SD,?,128,1.086,Kingston,CPL,"Kingston SDG/128GB 128GB SDXC CANVAS GO 90R/45W"
2021-02-28,172.00,?,SD,?,128,1.344,Kingston,CPL,"Kingston SDG/128GB 128GB SDXC CANVAS GO 90R/45W"
2021-01-10,175.00,?,SD,?,128,1.367,Kingston,CPL,"Kingston SDG/128GB 128GB SDXC CANVAS GO 90R/45W"
2020-04-12,176.00,?,SD,?,128,1.375,Kingston,CPL,"Kingston SDG/128GB 128GB SDXC CANVAS GO 90R/45W"
2021-04-11,172.00,?,SD,?,128,1.344,Kingston,CPL,"Kingston SDG/128GB 128GB SDXC Canvas Go 90R/45W"
2019-11-07,39.00,?,SD,?,32,1.219,Kingston,CPL,"Kingston SDG/32GB 32GB SDHC CANVAS GO 90R/45W"
2020-04-12,45.00,?,SD,?,32,1.406,Kingston,CPL,"Kingston SDG/32GB 32GB SDHC CANVAS GO 90R/45W"
2020-12-13,50.00,?,SD,?,32,1.562,Kingston,CPL,"Kingston SDG/32GB 32GB SDHC CANVAS GO 90R/45W"
2020-09-06,51.00,?,SD,?,32,1.594,Kingston,CPL,"Kingston SDG/32GB 32GB SDHC CANVAS GO 90R/45W"
2020-08-23,52.00,?,SD,?,32,1.625,Kingston,CPL,"Kingston SDG/32GB 32GB SDHC CANVAS GO 90R/45W"
2021-01-10,48.00,?,SD,?,32,1.500,Kingston,CPL,"Kingston SDG/32GB 32GB SDHC Canvas GO 90R/45W"
2020-12-27,49.00,?,SD,?,32,1.531,Kingston,CPL,"Kingston SDG/32GB 32GB SDHC Canvas GO 90R/45W"
2019-11-07,62.00,?,SD,?,64,0.969,Kingston,CPL,"Kingston SDG/64GB 64GB SDXC CANVAS GO 90R/45W"
2020-12-13,45.00,?,SD,U1,128,0.352,Kingston,CPL,"Kingston SDG3/128GB 128GB SDXC Canvas Go Plus 170R C10 UHS-I U3 V30"
2021-06-27,51.00,?,SD,U1,128,0.398,Kingston,CPL,"Kingston SDG3/128GB 128GB SDXC Canvas Go Plus 170R C10 UHS-I U3 V30"
2021-05-02,53.00,?,SD,U1,128,0.414,Kingston,CPL,"Kingston SDG3/128GB 128GB SDXC Canvas Go Plus 170R C10 UHS-I U3 V30"
2021-04-11,56.70,?,SD,U1,128,0.443,Kingston,CPL,"Kingston SDG3/128GB 128GB SDXC Canvas Go Plus 170R C10 UHS-I U3 V30"
2021-04-11,103.70,?,SD,U1,256,0.405,Kingston,CPL,"Kingston SDG3/256GB 256GB SDXC Canvas Go Plus 170R C10 UHS-I U3 V30"
2020-12-13,75.00,?,SD,U1,256,0.293,Kingston,CPL,"Kingston SDG3/256GB 256GB SDXC Canvas Go Plus 170R C10 UHS-I U3 V30"
2021-05-02,96.00,?,SD,U1,256,0.375,Kingston,CPL,"Kingston SDG3/256GB 256GB SDXC Canvas Go Plus 170R C10 UHS-I U3 V30"
2021-05-02,237.00,?,SD,?,512,0.463,Kingston,CPL,"Kingston SDG3/512GB 512GB SDXC CANVAS GO PLUS 170R"
2021-02-14,249.00,?,SD,?,512,0.486,Kingston,CPL,"Kingston SDG3/512GB 512GB SDXC CANVAS GO PLUS 170R"
2021-05-09,20.00,?,SD,U1,64,0.312,Kingston,CPL,"Kingston SDG3/64GB 64GB SDXC Canvas Go Plus 170R C10 UHS-I U3 V30"
2021-05-02,27.00,?,SD,U1,64,0.422,Kingston,CPL,"Kingston SDG3/64GB 64GB SDXC Canvas Go Plus 170R C10 UHS-I U3 V30"
2020-12-13,29.00,?,SD,U1,64,0.453,Kingston,CPL,"Kingston SDG3/64GB 64GB SDXC Canvas Go Plus 170R C10 UHS-I U3 V30"
2019-11-07,20.00,?,SD,?,32,0.625,Kingston,CPL,"Kingston SDR/32GB 32GB SDHC CANVAS REACT"
2019-11-07,72.00,?,SD,?,64,1.125,Kingston,CPL,"Kingston SDR/64GB 64GB SDXC CANVAS REACT"
2020-04-19,10.00,?,SD,U1,32,0.312,Kingston,CPL,"Kingston SDS/32GB 32GB SDHC Class10 UHS-I 80MB/s Read Flash Card"
2020-04-12,15.00,?,SD,U1,32,0.469,Kingston,CPL,"Kingston SDS/32GB 32GB SDHC Class10 UHS-I 80MB/s Read Flash Card"
2019-11-07,9.00,?,SD,U1,32,0.281,Kingston,CPL,"Kingston SDS/32GB 32GB SDHC Class10 UHS-I 80MB/s Read Flash Card"
2021-05-09,10.00,?,?,?,32,0.312,Kingston,CPL,"Kingston SDS2/32GB 32GB Canvas Select Plus SD card"
2020-02-23,11.00,?,?,?,32,0.344,Kingston,CPL,"Kingston SDS2/32GB 32GB Canvas Select Plus SD card"
2021-06-13,11.90,?,?,?,32,0.372,Kingston,CPL,"Kingston SDS2/32GB 32GB Canvas Select Plus SD card"
2020-11-15,12.00,?,?,?,32,0.375,Kingston,CPL,"Kingston SDS2/32GB 32GB Canvas Select Plus SD card"
2020-08-23,15.00,?,?,?,32,0.469,Kingston,CPL,"Kingston SDS2/32GB 32GB Canvas Select Plus SD card"
2020-03-15,19.00,?,?,?,64,0.297,Kingston,CPL,"Kingston SDS2/64GB 64GB Canvas Select Plus SD card"
2021-01-17,19.80,?,?,?,64,0.309,Kingston,CPL,"Kingston SDS2/64GB 64GB Canvas Select Plus SD card"
2019-10-30,599.00,?,?,?,960,0.624,Kingston,CPL,"Kingston SEDC400S37/960G 960GB SSDNow DC400 SSD"
2019-10-30,119.00,"2.5""",SATA?,?,240,0.496,Kingston,CPL,"Kingston SHFR200/240G HyperX Fury RGB 240GB 2.5"" SSD"
2019-10-30,159.00,"2.5""",SATA?,?,480,0.331,Kingston,CPL,"Kingston SHFR200/480G HyperX Fury RGB 480GB 2.5"" SSD"
2019-10-30,330.00,"2.5""",SATA?,?,960,0.344,Kingston,CPL,"Kingston SHFR200/960G HyperX Fury RGB 960GB 2.5"" SSD"
2021-07-04,199.00,M.2,NVME,?,?,?,Kingston,CPL,"Kingston SKC2500M8/1000G 1T KC2500 M.2 2280 NVMe SSD"
2021-06-06,209.00,M.2,NVME,?,?,?,Kingston,CPL,"Kingston SKC2500M8/1000G 1T KC2500 M.2 2280 NVMe SSD"
2021-04-18,229.00,M.2,NVME,?,?,?,Kingston,CPL,"Kingston SKC2500M8/1000G 1T KC2500 M.2 2280 NVMe SSD"
2020-09-20,249.00,M.2,NVME,?,?,?,Kingston,CPL,"Kingston SKC2500M8/1000G 1T KC2500 M.2 2280 NVMe SSD"
2020-09-13,269.00,M.2,NVME,?,?,?,Kingston,CPL,"Kingston SKC2500M8/1000G 1T KC2500 M.2 2280 NVMe SSD"
